"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit"
"68516838","73406653","23850","23850","23850"," 60 months"," 17.27%","596.21","D","D3","Teacher","10+ years","OWN","68046","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68516838","","debt_consolidation","Debt consolidation","231xx","VA","24.71","1","Sep-1993","665","669","0","23","","12","0","28220","91.3%","33","f","20858.21","20858.21","6512.54","6512.54","2991.79","3520.75","0.0","0.0","0.0","Dec-2016","596.21","Jan-2017","Dec-2016","679","675","0","23","1","INDIVIDUAL","","","","0","342","525195","0","1","0","0","45","4453","44","0","0","7494","80","30900","0","0","0","0","47745","6","99.9","0","0","140","267","70","45","4","99","","","23","2","1","7","2","6","9","9","20","8","12","0","0","1","0","90.9","100","0","0","554242","32673","7500","10100"
"68377020","73266845","15000","15000","15000"," 36 months","  5.32%","451.73","A","A1","","n/a","RENT","80000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68377020","","debt_consolidation","Debt consolidation","236xx","VA","20.18","0","Apr-1993","775","779","1","35","","30","0","41593","21.4%","47","w","10667.28","10667.28","4962.38","4962.38","4332.72","629.66","0.0","0.0","0.0","Dec-2016","451.73","Jan-2017","Dec-2016","779","775","0","","1","INDIVIDUAL","","","","0","0","330562","1","1","0","0","54","55536","","2","6","2491","21","194800","1","1","3","6","13773","114609","4.2","0","0","141","272","2","2","2","2","","1","35","0","7","12","12","19","6","28","39","12","30","0","0","0","2","97.9","0","0","0","537200","97129","119600","94400"
"68340446","72927379","14000","14000","14000"," 60 months"," 14.85%","331.96","C","C5","Accountant","2 years","MORTGAGE","60000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68340446","","debt_consolidation","","852xx","AZ","24.29","0","Aug-2009","690","694","0","","","11","0","12718","73.9%","24","w","12142.06","12142.06","3622.68","3622.68","1857.94","1764.74","0.0","0.0","0.0","Dec-2016","331.96","Jan-2017","Dec-2016","679","675","0","","1","INDIVIDUAL","","","","0","0","70789","0","2","1","2","10","58071","99","0","1","4952","89","17200","1","0","5","3","6435","2382","84.2","0","0","76","71","23","10","0","23","","0","","0","7","7","8","8","13","9","11","8","11","0","0","0","1","100","87.5","0","0","83083","70789","15100","65883"
"68506798","73396623","23000","23000","23000"," 60 months","  8.49%","471.77","B","B1","Teacher","5 years","RENT","64000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68506798","","credit_card","Credit card refinancing","117xx","NY","18.28","0","Sep-2001","700","704","0","29","","21","0","24940","52.7%","33","w","19477.66","19477.66","5162.35","5162.35","3522.34","1640.01","0.0","0.0","0.0","Dec-2016","471.77","Jan-2017","Dec-2016","744","740","0","","1","INDIVIDUAL","","","","0","0","63886","0","7","0","0","42","38946","84","2","3","9516","68","47300","0","3","1","3","3549","15603","60.5","0","0","163","171","8","8","0","12","30","8","29","0","6","8","7","8","14","14","19","8","21","0","0","0","2","87.9","14.3","0","0","93962","63886","39500","46662"
"68396484","73286320","15000","15000","15000"," 60 months"," 13.44%","344.69","C","C3","Counselor","4 years","RENT","77213","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68396484","","credit_card","Credit card refinancing","347xx","FL","18.17","0","Dec-2001","670","674","2","","76","17","1","59237","25.8%","44","w","12943.83","12943.83","3824.46","3824.46","2056.17","1768.29","0.0","0.0","0.0","Dec-2016","344.69","Jan-2017","Dec-2016","714","710","0","","1","INDIVIDUAL","","","","0","0","155521","2","2","0","0","45","96244","54","2","7","3046","36","80500","0","0","5","7","9720","6962","49.6","0","0","143","168","3","3","1","4","","1","","0","5","8","5","10","12","14","29","8","16","0","0","0","2","100","40","1","0","176208","155521","13800","95668"
"68617034","73519870","14650","14650","14650"," 60 months"," 20.50%","392.23","E","E4","Senior Service Specialist","2 years","RENT","43160","Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68617034","","debt_consolidation","Debt consolidation","430xx","OH","21.44","0","Oct-2005","690","694","0","","","12","0","11378","101.6%","24","w","12947.99","12947.99","4272.82","4272.82","1702.01","2570.81","0.0","0.0","0.0","Dec-2016","392.23","Jan-2017","Dec-2016","709","705","0","","1","INDIVIDUAL","","","","0","0","62813","0","10","0","0","76","51435","91","0","0","10159","93","11200","0","0","0","0","5234","0","101.6","0","0","122","45","40","40","0","40","","","","0","2","2","2","2","22","2","2","2","12","0","0","0","0","100","100","0","0","67732","62813","11200","56532"
"68566951","73456790","10000","10000","10000"," 60 months"," 17.97%","253.78","D","D4","Educator ","2 years","MORTGAGE","55000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68566951","","credit_card","Credit card refinancing","802xx","CO","35.7","0","Apr-2001","685","689","0","","","14","0","38623","78%","28","w","8766.02","8766.02","2766.62","2766.62","1233.98","1532.64","0.0","0.0","0.0","Dec-2016","253.78","Jan-2017","Dec-2016","619","615","0","","1","INDIVIDUAL","","","","0","0","288087","2","2","2","2","6","32895","94","1","1","6742","85","49500","0","3","3","4","20578","287","97.4","0","0","106","176","7","6","6","51","","6","","0","3","9","3","4","6","11","16","9","14","0","0","0","4","100","100","0","0","302401","71518","11000","34953"
"68516507","73406314","14000","14000","14000"," 36 months","  9.80%","450.43","B","B3","Master mechanic","4 years","MORTGAGE","100000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68516507","","medical","Medical expenses","439xx","OH","15.97","0","Dec-1997","685","689","0","","","7","0","34250","36.1%","14","f","10148.21","10148.21","4935.67","4935.67","3851.79","1083.88","0.0","0.0","0.0","Dec-2016","450.43","Jan-2017","Dec-2016","774","770","0","","1","INDIVIDUAL","","","","0","6594","451137","0","2","2","2","7","49789","89","0","0","11535","69","84500","0","1","1","3","64448","22057","36.1","0","0","134","216","54","7","2","54","","7","","0","2","3","2","3","6","3","6","3","7","0","0","0","2","100","0","0","0","531602","84039","34500","55842"
"68446093","73335905","11550","11550","11550"," 60 months"," 16.59%","284.51","D","D2","general manager","5 years","RENT","38000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68446093","","credit_card","Credit card refinancing","436xx","OH","21.07","0","Jan-2011","700","704","0","","","9","0","7179","39.7%","12","w","10077.89","10077.89","3103.0","3103.00","1472.11","1630.89","0.0","0.0","0.0","Dec-2016","284.51","Jan-2017","Dec-2016","659","655","0","","1","INDIVIDUAL","","","","0","0","10353","1","2","0","1","13","3174","20","2","3","2701","30","18100","4","1","2","4","1150","6924","43.7","0","0","39","59","5","5","0","5","","0","","0","3","4","5","5","2","7","10","5","9","0","0","0","2","100","60","0","0","34105","10353","12300","16005"
"68415473","73305264","25000","25000","25000"," 60 months"," 13.99%","581.58","C","C4","Executive Assistant","9 years","MORTGAGE","79000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68415473","","debt_consolidation","Debt consolidation","212xx","MD","34.53","0","Jun-2001","730","734","1","","","33","0","22519","18.6%","72","w","21615.97","21615.97","6348.8","6348.80","3384.03","2964.77","0.0","0.0","0.0","Dec-2016","581.58","Jan-2017","Dec-2016","714","710","0","","1","INDIVIDUAL","","","","0","171","265233","3","3","2","4","5","67459","62","4","8","5447","28","121200","2","6","3","12","8556","57049","21.4","0","0","124","174","1","1","6","2","","2","","0","6","16","12","21","15","29","51","16","33","0","0","0","6","100","0","0","0","389002","89978","72600","81802"
"68495092","73384866","8650","8650","8650"," 36 months"," 19.89%","320.99","E","E3","Program Coordinator ","8 years","RENT","55000","Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68495092","","debt_consolidation","Debt consolidation","462xx","IN","25.49","0","Mar-2005","675","679","4","","30","18","1","9568","46%","19","w","0.00","0.00","9190.49","9190.49","8650.00","540.49","0.0","0.0","0.0","May-2016","8251.42","","Jun-2016","639","635","0","","1","INDIVIDUAL","","","","0","0","18926","6","1","0","1","19","9358","51","12","16","653","46","20750","2","0","5","17","1051","1375","45","0","0","129","95","0","0","0","8","","0","","0","2","17","2","2","2","17","17","13","18","","0","0","12","100","50","1","0","38998","18926","2750","18248"
"68526942","73416781","27300","27300","27300"," 36 months"," 17.27%","977","D","D3","groundsman","10+ years","MORTGAGE","65000","Not Verified","Dec-2015","Late (31-120 days)","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68526942","","home_improvement","Home improvement","117xx","NY","25.63","0","Nov-2002","660","664","0","","","14","0","31035","83%","38","w","21730.02","21730.02","8727.52","8727.52","5569.98","3157.54","0.0","0.0","0.0","Oct-2016","977.0","Jan-2017","Dec-2016","544","540","0","","1","INDIVIDUAL","","","","0","0","238105","0","1","0","2","16","29947","81","2","3","9413","82","37400","2","2","3","7","18316","3924","87.7","0","0","150","157","11","9","2","17","","8","","0","7","9","7","17","5","11","31","9","14","0","0","0","3","100","85.7","0","0","253900","60982","32000","37192"
"68407301","73297138","27500","27500","27500"," 60 months"," 14.85%","652.06","C","C5","Manager","10+ years","MORTGAGE","195000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68407301","","other","Other","710xx","LA","6.79","0","Jul-2001","700","704","0","","","14","0","34974","50.9%","19","w","0.00","0.00","29753.17","29753.17","27500.00","2253.17","0.0","0.0","0.0","Aug-2016","25897.53","","Jul-2016","734","730","0","","1","INDIVIDUAL","","","","0","0","267500","1","1","0","1","21","10003","76","1","3","12056","55","68700","0","0","0","4","19107","23969","56.8","0","0","21","173","3","3","1","3","","","","0","6","10","7","9","1","12","17","10","14","0","0","0","1","100","57.1","0","0","325100","44977","55500","13200"
"68416256","73306061","5000","5000","5000"," 36 months","  9.80%","160.87","B","B3","Accounts Payable Manager","6 years","OWN","72000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68416256","","other","Other","280xx","NC","6.52","0","Jan-2002","710","714","0","","89","11","1","4838","56.3%","20","f","3624.34","3624.34","1762.76","1762.76","1375.66","387.10","0.0","0.0","0.0","Dec-2016","160.87","Jan-2017","Dec-2016","749","745","0","","1","INDIVIDUAL","","","","0","0","142064","0","6","0","0","62","15913","68","1","2","0","65","8600","0","3","1","3","12915","","","0","0","167","43","7","7","2","","","12","","0","0","3","0","0","14","4","4","3","11","0","0","0","2","100","","1","0","155131","20751","0","23281"
"66310712","71035433","35000","35000","35000"," 60 months"," 14.85%","829.9","C","C5","Information Systems Officer","10+ years","MORTGAGE","110000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=66310712","","debt_consolidation","Debt consolidation","076xx","NJ","17.06","0","Sep-2008","785","789","0","","","13","0","7802","11.6%","17","w","30355.14","30355.14","9056.71","9056.71","4644.86","4411.85","0.0","0.0","0.0","Dec-2016","829.9","Jan-2017","Dec-2016","689","685","0","","1","INDIVIDUAL","","","","0","0","301500","1","1","0","1","23","12609","70","1","1","6987","45","67300","0","1","0","2","23192","54962","12.1","0","0","36","87","2","2","1","2","","","","0","4","5","8","10","2","10","13","5","13","0","0","0","1","100","0","0","0","381215","52226","62500","18000"
"68416916","73306740","28000","28000","28000"," 60 months"," 18.49%","718.51","D","D5","Engineer","10+ years","MORTGAGE","75000","Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68416916","","debt_consolidation","Debt consolidation","471xx","IN","31.88","0","Oct-2002","685","689","0","","","27","0","43413","51.9%","46","w","24587.27","24587.27","7831.7","7831.70","3412.73","4418.97","0.0","0.0","0.0","Dec-2016","718.51","Jan-2017","Dec-2016","714","710","0","","1","INDIVIDUAL","","","","0","0","193745","1","2","0","2","22","13889","44","2","6","7213","50","83600","1","0","0","8","7176","23476","59.9","0","0","143","158","4","4","2","10","","16","","0","14","20","14","18","9","24","34","20","27","0","0","0","2","100","50","0","0","267312","57302","58500","31758"
"68543413","73433136","10000","10000","10000"," 36 months"," 12.88%","336.37","C","C2","Contract Specialist","4 years","MORTGAGE","91392","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68543413","","house","Home buying","644xx","MO","9.44","0","Sep-2006","710","714","0","","","13","0","6959","41.7%","33","f","7340.94","7340.94","3682.18","3682.18","2659.06","1023.12","0.0","0.0","0.0","Dec-2016","336.37","Jan-2017","Dec-2016","664","660","0","","1","INDIVIDUAL","","","","0","0","304514","2","4","1","4","6","66773","88","1","1","2180","71","16700","0","0","3","7","23424","433","90.2","0","0","104","111","9","6","3","9","","8","","0","3","5","3","6","19","7","11","5","13","0","0","0","3","100","100","0","0","321380","73732","4400","68648"
"68367011","73256863","21000","21000","21000"," 60 months"," 13.99%","488.53","C","C4","Resident physician","< 1 year","RENT","52000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68367011","","credit_card","Credit card refinancing","441xx","OH","14.47","0","Jan-2005","680","684","1","","","5","0","20374","87.4%","15","w","18157.39","18157.39","5455.44","5455.44","2842.61","2612.83","0.0","0.0","0.0","Dec-2016","488.53","Jan-2017","Dec-2016","689","685","0","","1","INDIVIDUAL","","","","0","0","372407","1","1","1","1","5","352033","","0","0","9358","87","23300","1","0","2","1","74481","2926","87.4","0","0","76","131","85","5","0","85","","0","","0","3","3","4","4","11","4","4","3","5","0","0","0","1","100","75","0","0","370357","372407","23300","347057"
"68597047","73486873","19000","19000","19000"," 60 months"," 14.85%","450.52","C","C5","Application Analyst","9 years","OWN","75000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68597047","","credit_card","Credit card refinancing","112xx","NY","13.09","0","Jun-2000","665","669","2","63","","15","0","17771","63.7%","34","w","10943.29","10943.29","9916.53","9916.53","8056.71","1859.82","0.0","0.0","0.0","Dec-2016","450.52","Jan-2017","Dec-2016","699","695","0","","1","INDIVIDUAL","","","","0","0","72043","2","2","0","1","13","30388","83","3","6","2724","75","27900","0","4","2","9","5146","884","88.2","1","0","151","186","1","1","3","3","","1","63","1","4","10","4","6","13","12","18","10","15","0","0","0","4","94.1","100","0","0","94620","48159","7500","36720"
"68446746","73336569","12000","12000","12000"," 36 months","  5.32%","361.38","A","A1","Network Operation Engineer","4 years","MORTGAGE","53750","Source Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68446746","","debt_consolidation","Debt consolidation","850xx","AZ","15.3","1","Sep-2007","700","704","0","19","","8","0","3172","17.2%","19","w","0.00","0.00","12463.54","12463.54","12000.00","463.54","0.0","0.0","0.0","Nov-2016","9219.99","","Nov-2016","699","695","0","","1","INDIVIDUAL","","","","0","0","142615","0","1","0","2","17","6468","22","0","0","0","22","18400","2","6","1","3","17827","8500","0","0","0","99","60","35","9","2","37","19","11","19","0","0","3","2","3","10","5","6","3","8","0","0","0","1","94.7","0","0","0","183062","11146","8500","29053"
"68338832","73542831","1400","1400","1400"," 36 months"," 12.88%","47.1","C","C2","Logistics Manager","3 years","MORTGAGE","64000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68338832","","other","","275xx","NC","34.95","0","Jun-1996","700","704","0","","","17","0","37828","67.2%","24","w","1027.64","1027.64","515.6","515.60","372.36","143.24","0.0","0.0","0.0","Dec-2016","47.1","Jan-2017","Dec-2016","699","695","0","","1","INDIVIDUAL","","","","0","0","325695","1","3","1","2","2","37430","67","0","2","7386","67","56300","0","2","0","4","19159","7940","77","0","0","46","234","18","2","4","28","","18","","0","7","11","8","11","3","12","17","11","17","0","0","0","1","100","75","0","0","372109","75258","34500","55501"
"68526907","73416744","16000","16000","16000"," 60 months"," 17.97%","406.04","D","D4","Professional Sales Associate","< 1 year","MORTGAGE","109000","Source Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68526907","","debt_consolidation","Debt consolidation","880xx","NM","23.35","0","Apr-2002","680","684","1","","","11","0","42469","87.6%","33","w","0.00","0.00","17471.57","17471.57","16000.00","1471.57","0.0","0.0","0.0","Jul-2016","15481.3","","Jul-2016","679","675","0","","1","INDIVIDUAL","","","","0","0","182936","2","2","2","2","3","20689","94","1","3","8897","90","48500","0","3","1","5","16631","0","100.8","0","0","149","164","3","3","1","13","","1","","0","3","6","3","13","10","8","22","6","11","0","0","0","3","100","100","0","0","228050","63158","15800","22000"
"68341763","72928789","20000","20000","20000"," 60 months"," 10.78%","432.66","B","B4","truck driver","10+ years","MORTGAGE","63000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68341763","","home_improvement","","605xx","IL","10.78","0","Aug-2000","695","699","0","","","6","0","7869","56.2%","18","w","17088.64","17088.64","4729.32","4729.32","2911.36","1817.96","0.0","0.0","0.0","Dec-2016","432.66","Jan-2017","Dec-2016","704","700","0","","1","JOINT","71000","13.85","Not Verified","0","0","189699","0","1","0","4","19","10827","73","0","2","2081","65","14000","2","5","1","6","31617","2737","55.9","0","0","125","184","14","14","5","101","","10","","0","2","3","2","4","6","4","7","3","6","0","0","0","0","100","50","0","0","218418","18696","6200","14877"
"68436666","73326493","5000","5000","5000"," 36 months"," 13.44%","169.54","C","C3","General Manager","2 years","RENT","79000","Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68436666","","credit_card","Credit card refinancing","214xx","MD","12.7","0","Oct-2011","665","669","0","","","3","0","9441","101.5%","5","w","3678.73","3678.73","1879.32","1879.32","1321.27","558.05","0.0","0.0","0.0","Dec-2016","169.54","Jan-2017","Dec-2016","674","670","0","","1","INDIVIDUAL","","","","0","0","35653","0","1","0","1","19","26212","83","0","0","4360","87","9300","2","0","0","1","11884","0","101.4","0","0","50","36","32","19","0","36","","19","","0","1","2","1","1","3","2","2","2","3","0","0","0","0","100","100","0","0","41091","35653","4300","31791"
"68587709","73477552","21000","21000","21000"," 60 months"," 13.44%","482.56","C","C3","Teacher","2 years","RENT","54649","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68587709","","debt_consolidation","Debt consolidation","761xx","TX","12.14","0","Oct-1999","670","674","0","","48","9","1","1581","26.8%","44","w","18121.43","18121.43","5268.96","5268.96","2878.57","2390.39","0.0","0.0","0.0","Dec-2016","482.56","Jan-2017","Dec-2016","684","680","0","","1","INDIVIDUAL","","","","0","0","51489","0","7","0","2","14","49908","97","0","1","1097","89","5900","1","3","1","3","5721","4319","26.8","0","0","186","194","17","14","2","17","","0","","0","2","2","2","14","25","2","17","2","9","0","0","0","0","100","50","1","0","57564","51489","5900","51664"
"67849662","72708407","4225","4225","4225"," 36 months"," 14.85%","146.16","C","C5","mechanic","5 years","RENT","35000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=67849662","","debt_consolidation","Debt consolidation","672xx","KS","15.22","2","Jul-2011","725","729","0","18","","6","0","1058","24.6%","6","w","3126.05","3126.05","1605.86","1605.86","1098.95","506.91","0.0","0.0","0.0","Dec-2016","146.16","Jan-2017","Dec-2016","549","545","0","","1","INDIVIDUAL","","","","0","0","4888","0","1","0","0","47","3830","22","0","0","367","22","4300","0","0","0","0","815","2233","14.1","0","0","47","53","26","26","0","26","","14","18","0","1","2","3","3","1","5","5","2","6","0","0","0","0","66.7","0","0","0","21822","4888","2600","17522"
"68547583","73437441","8650","8650","8650"," 36 months","  5.32%","260.5","A","A1","Associate Consultant","< 1 year","MORTGAGE","100000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68547583","","credit_card","Credit card refinancing","462xx","IN","7.28","0","Jul-2001","750","754","0","","","15","0","7158","26.7%","24","w","6151.44","6151.44","2859.11","2859.11","2498.56","360.55","0.0","0.0","0.0","Dec-2016","260.5","Jan-2017","Dec-2016","774","770","0","","1","INDIVIDUAL","","","","0","0","165450","0","1","1","1","11","24041","89","0","3","3081","58","26800","1","0","5","5","13788","11142","39.1","0","0","73","173","16","11","1","20","","11","","0","3","3","9","10","5","13","18","3","15","0","0","0","1","100","0","0","0","191618","31199","18300","27078"
"68366999","73256850","15850","15850","15850"," 60 months"," 23.13%","448.01","F","F2","Lead manufacturing ","10+ years","OWN","45000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68366999","","debt_consolidation","Debt consolidation","440xx","OH","34.85","0","Jan-2007","755","759","1","","","18","0","8799","21.3%","24","f","14122.34","14122.34","4877.19","4877.19","1727.66","3149.53","0.0","0.0","0.0","Dec-2016","448.01","Jan-2017","Dec-2016","799","795","0","","1","INDIVIDUAL","","","","0","25","45025","3","2","2","3","5","36226","84","2","2","6833","53","41300","1","0","1","5","2649","12808","35.6","0","0","90","107","2","2","0","10","","5","","0","2","4","4","4","7","16","17","4","18","0","0","0","4","100","0","0","0","84300","45025","19900","43000"
"68476734","73366581","9000","9000","9000"," 36 months","  8.49%","284.07","B","B1","Office Manager","8 years","MORTGAGE","47000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68476734","","debt_consolidation","Debt consolidation","346xx","FL","8.43","0","Nov-2000","675","679","0","","","12","0","9747","26.7%","22","w","6488.05","6488.05","3114.16","3114.16","2511.95","602.21","0.0","0.0","0.0","Dec-2016","284.07","Jan-2017","Dec-2016","684","680","0","","1","INDIVIDUAL","","","","0","500","9747","2","0","0","0","","0","","2","5","4440","27","36500","0","0","0","5","812","20142","32.2","0","0","","181","5","5","0","5","","19","","0","6","7","8","15","0","12","22","7","12","0","0","0","2","100","12.5","0","0","36500","9747","29700","0"
"68585839","73475629","17475","17475","17475"," 36 months"," 13.99%","597.17","C","C4","Software Testing Analyst","2 years","RENT","39750","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68585839","","debt_consolidation","Debt consolidation","604xx","IL","23.58","0","May-2002","695","699","0","27","","7","0","10987","52.3%","13","w","12888.23","12888.23","6630.29","6630.29","4586.77","2043.52","0.0","0.0","0.0","Dec-2016","597.17","Jan-2017","Dec-2016","714","710","0","","1","INDIVIDUAL","","","","0","0","32365","0","3","0","1","18","21378","73","1","2","9131","64","21000","1","0","3","3","5394","10013","52.3","0","0","106","163","11","11","0","11","30","11","27","0","2","2","4","5","6","4","7","2","7","0","0","0","1","84.6","0","0","0","50240","32365","21000","29240"
"68606528","73509340","12000","12000","12000"," 36 months","  9.17%","382.55","B","B2","Registered Veterinary Technitian ","4 years","MORTGAGE","39400","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68606528","","debt_consolidation","Debt consolidation","958xx","CA","26.32","0","Sep-2006","705","709","1","68","","18","0","10495","34.6%","25","w","8675.56","8675.56","4192.77","4192.77","3324.44","868.33","0.0","0.0","0.0","Dec-2016","382.55","Jan-2017","Dec-2016","769","765","0","","1","INDIVIDUAL","","","","0","0","153211","0","2","0","1","18","21661","68","1","2","2688","52","30300","0","0","3","3","10214","8209","49.6","0","0","110","111","12","12","2","40","","3","68","0","4","5","5","6","4","15","19","6","18","0","0","0","1","96","40","0","0","191950","32156","16300","32022"
"66796130","71585842","8800","8800","8800"," 36 months","  9.80%","283.13","B","B3","Sales Representative/ Agent","10+ years","MORTGAGE","92000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=66796130","","credit_card","Credit card refinancing","493xx","MI","5.18","0","Nov-2001","665","669","1","45","","9","0","9195","76.6%","24","w","6378.85","6378.85","3102.45","3102.45","2421.15","681.30","0.0","0.0","0.0","Dec-2016","283.13","Jan-2017","Dec-2016","704","700","0","","1","INDIVIDUAL","","","","0","0","105650","1","1","0","0","35","921","15","2","5","3818","56","12000","0","2","3","8","11739","445","94.8","0","0","102","169","6","6","2","9","45","6","45","0","3","5","3","11","6","6","15","5","9","0","0","0","2","87.5","100","0","0","116292","10116","8500","6000"
"68385794","73275605","15000","15000","15000"," 36 months"," 10.78%","489.52","B","B4","Coaching General Manager","1 year","RENT","40000","Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68385794","","credit_card","Credit card refinancing","787xx","TX","10.17","0","Oct-2006","670","674","0","","","7","0","12272","75.3%","9","w","10917.44","10917.44","5419.85","5419.85","4082.56","1337.29","0.0","0.0","0.0","Dec-2016","489.52","Jan-2017","Dec-2016","709","705","0","","1","INDIVIDUAL","","","","0","0","12272","2","0","0","0","","0","","2","2","4917","75","16300","0","0","0","2","2045","347","96.6","0","0","","110","3","3","0","3","","21","","0","4","6","4","4","0","7","9","6","7","0","0","0","2","100","100","0","0","16300","12272","10300","0"
"68526883","73416719","15000","15000","15000"," 36 months","  5.32%","451.73","A","A1","DEPUTY SHERIFF","10+ years","MORTGAGE","44000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68526883","","home_improvement","Home improvement","238xx","VA","15.34","0","Jun-2002","685","689","1","47","","7","0","17003","50.3%","21","w","10667.28","10667.28","4957.95","4957.95","4332.72","625.23","0.0","0.0","0.0","Dec-2016","451.73","Jan-2017","Dec-2016","719","715","0","","1","INDIVIDUAL","","","","0","0","17003","0","0","0","1","19","0","","0","1","5966","50","33800","0","3","3","2","2429","7011","51","0","0","141","162","13","13","2","34","","5","47","0","2","6","2","4","5","7","14","6","7","0","0","0","0","90.5","0","0","0","33800","17003","14300","0"
